Date,Temperature,Fan,Fan(Units),Refrigerator,Fridge(Units),AirConditioner,AC(Units),Bulb,Bulb(Units),Television,TV(Units),Monitor,Monitor(Units),MotorPump,Motor(Units),Month,Units,Extra,TariffRate,ElectricityBill
2021-08-29,23.0,5.51,0.413,8.81,1.321,0.58,0.694,7.15,0.107,4.51,0.451,1.16,0.093,0.37,0.275,8,3.354,0.0,6.9,23.14
2021-08-30,28.5,8.12,0.609,10.08,1.512,1.33,1.596,3.68,0.055,1.39,0.139,3.85,0.308,0.35,0.264,8,4.483,0.0,6.9,30.93
2021-08-31,26.0,4.13,0.309,11.22,1.683,1.29,1.55,4.33,0.065,2.56,0.256,3.58,0.286,0.18,0.136,8,4.286,0.0,6.9,29.57
2021-09-01,24.3,5.49,0.412,8.3,1.245,0.75,0.896,4.78,0.072,1.82,0.182,5.63,0.45,0.24,0.179,9,3.436,0.0,7.13,24.5
2021-09-02,28.0,2.05,0.154,9.2,1.38,1.08,1.294,3.5,0.053,2.07,0.207,5.63,0.45,0.38,0.285,9,3.822,0.0,7.13,27.25
2021-09-03,28.7,5.6,0.42,9.85,1.477,1.05,1.259,5.8,0.087,3.0,0.3,3.71,0.296,0.42,0.314,9,4.153,0.0,7.13,29.61
2021-09-04,23.7,3.51,0.263,8.03,1.205,0.51,0.611,5.84,0.088,3.47,0.347,1.02,0.082,0.33,0.246,9,2.841,0.0,7.13,20.26
2021-09-05,26.4,3.18,0.238,10.24,1.536,0.8,0.961,2.67,0.04,3.22,0.322,1.23,0.099,0.29,0.22,9,3.416,0.0,7.13,24.36
2021-09-06,25.5,2.8,0.21,10.03,1.505,0.66,0.789,4.68,0.07,2.51,0.251,3.33,0.266,0.28,0.208,9,3.299,0.0,7.13,23.52
2021-09-07,28.9,4.43,0.332,10.39,1.559,0.76,0.917,4.11,0.062,2.03,0.203,5.77,0.462,0.36,0.274,9,3.809,0.0,7.13,27.16
2021-09-08,23.1,4.33,0.325,9.61,1.441,1.45,1.739,7.11,0.107,1.57,0.157,5.53,0.443,0.27,0.202,9,4.413,0.0,7.13,31.46
2021-09-09,27.9,5.31,0.399,11.29,1.694,0.69,0.827,4.8,0.072,1.58,0.158,3.89,0.311,0.24,0.179,9,3.639,0.0,7.13,25.95
2021-09-10,24.2,4.9,0.368,8.92,1.338,0.5,0.601,4.86,0.073,1.34,0.134,3.31,0.265,0.22,0.168,9,2.947,0.0,7.13,21.01
2021-09-11,23.9,3.52,0.264,9.9,1.486,0.54,0.653,7.88,0.118,4.15,0.415,1.32,0.106,0.24,0.182,9,3.224,0.0,7.13,22.99
2021-09-12,27.6,3.79,0.285,10.5,1.576,0.65,0.776,2.76,0.041,4.58,0.458,1.26,0.101,0.26,0.193,9,3.429,0.0,7.13,24.45
2021-09-13,24.3,5.49,0.411,10.65,1.598,0.84,1.01,4.73,0.071,1.04,0.104,5.21,0.417,0.28,0.212,9,3.822,0.0,7.13,27.25
2021-09-14,30.2,8.88,0.666,11.82,1.773,1.96,2.355,5.64,0.085,2.02,0.202,4.08,0.326,0.34,0.255,9,5.662,0.0,7.13,40.37
2021-09-15,30.4,8.14,0.61,11.54,1.73,1.6,1.924,5.67,0.085,2.63,0.263,5.94,0.475,0.46,0.348,9,5.436,0.0,7.13,38.76
2021-09-16,27.1,3.12,0.234,8.42,1.264,0.61,0.735,3.16,0.047,2.23,0.223,5.41,0.433,0.38,0.283,9,3.218,0.0,7.13,22.94
2021-09-17,28.6,7.74,0.581,8.02,1.203,0.69,0.824,2.4,0.036,1.73,0.173,4.5,0.36,0.21,0.16,9,3.336,0.0,7.13,23.79
2021-09-18,23.5,3.39,0.255,8.72,1.308,1.15,1.376,5.86,0.088,3.49,0.349,1.43,0.114,0.39,0.292,9,3.782,0.0,7.13,26.97
2021-09-19,30.0,5.29,0.397,10.07,1.51,1.24,1.483,4.23,0.063,4.79,0.479,1.38,0.11,0.34,0.254,9,4.297,0.0,7.13,30.64
2021-09-20,26.7,2.35,0.177,10.44,1.565,0.79,0.946,2.64,0.04,2.09,0.209,4.6,0.368,0.19,0.141,9,3.445,0.0,7.13,24.56
2021-09-21,28.7,8.19,0.614,10.5,1.574,0.69,0.827,3.88,0.058,2.44,0.244,4.59,0.367,0.32,0.239,9,3.924,0.0,7.13,27.98
2021-09-22,24.9,3.29,0.247,10.44,1.566,1.44,1.727,4.69,0.07,1.15,0.115,4.38,0.351,0.37,0.281,9,4.357,0.0,7.13,31.07
2021-09-23,22.7,2.38,0.178,11.96,1.793,1.45,1.739,4.31,0.065,2.87,0.287,4.09,0.327,0.36,0.273,9,4.662,0.0,7.13,33.24
2021-09-24,29.0,6.51,0.488,9.76,1.465,1.13,1.361,5.1,0.076,1.07,0.107,4.78,0.382,0.26,0.192,9,4.071,0.0,7.13,29.03
2021-09-25,24.2,3.38,0.254,9.39,1.409,0.97,1.163,3.34,0.05,2.32,0.232,1.15,0.092,0.18,0.133,9,3.333,0.0,7.13,23.76
2021-09-26,26.4,3.88,0.291,11.82,1.773,0.62,0.739,5.79,0.087,4.2,0.42,1.64,0.131,0.32,0.239,9,3.679,0.0,7.13,26.23
2021-09-27,25.0,5.31,0.398,8.43,1.264,1.0,1.206,4.79,0.072,2.17,0.217,5.5,0.44,0.19,0.14,9,3.737,0.0,7.13,26.64
2021-09-28,21.9,4.76,0.357,10.14,1.52,0.88,1.055,5.36,0.08,2.24,0.224,5.67,0.454,0.28,0.213,9,3.904,0.0,7.13,27.84
2021-09-29,27.5,5.3,0.397,9.61,1.441,0.6,0.723,2.25,0.034,1.1,0.11,4.14,0.331,0.25,0.186,9,3.222,0.0,7.13,22.97
2021-09-30,27.3,4.87,0.365,10.97,1.646,0.55,0.661,2.88,0.043,1.55,0.155,4.64,0.371,0.2,0.152,9,3.394,0.0,7.13,24.2
2021-10-01,30.6,4.8,0.36,11.78,1.766,1.9,2.283,2.72,0.041,1.81,0.181,4.07,0.325,0.44,0.328,10,5.285,0.0,6.65,35.15
2021-10-02,27.6,4.04,0.303,8.51,1.277,1.24,1.487,3.59,0.054,2.79,0.279,1.38,0.11,0.28,0.213,10,3.723,0.0,6.65,24.76
2021-10-03,24.8,3.37,0.253,8.97,1.345,0.9,1.078,2.08,0.031,4.32,0.432,1.17,0.094,0.18,0.135,10,3.368,0.0,6.65,22.4
2021-10-04,30.9,7.92,0.594,11.1,1.664,1.91,2.288,3.97,0.06,1.41,0.141,5.21,0.417,0.41,0.307,10,5.472,0.0,6.65,36.39
2021-10-05,28.4,5.48,0.411,11.61,1.742,0.6,0.725,5.93,0.089,2.72,0.272,5.06,0.405,0.48,0.361,10,4.005,0.0,6.65,26.63
2021-10-06,26.2,4.89,0.367,8.76,1.314,0.94,1.131,2.29,0.034,1.78,0.178,5.22,0.418,0.26,0.194,10,3.636,0.0,6.65,24.18
2021-10-07,32.9,5.98,0.449,10.38,1.557,1.94,2.323,2.19,0.033,1.77,0.177,3.47,0.278,0.41,0.306,10,5.124,0.0,6.65,34.07
2021-10-08,22.1,2.42,0.182,10.66,1.599,0.79,0.943,4.8,0.072,2.87,0.287,3.06,0.244,0.27,0.203,10,3.531,0.0,6.65,23.48
2021-10-09,26.1,2.09,0.156,9.93,1.49,1.0,1.201,3.29,0.049,2.4,0.24,1.38,0.11,0.32,0.243,10,3.49,0.0,6.65,23.21
2021-10-10,30.2,8.69,0.652,10.12,1.518,1.79,2.154,2.8,0.042,2.86,0.286,1.16,0.093,0.27,0.206,10,4.952,0.0,6.65,32.93
2021-10-11,28.8,5.35,0.401,10.08,1.512,1.06,1.275,5.78,0.087,1.39,0.139,4.93,0.394,0.45,0.334,10,4.142,0.0,6.65,27.54
2021-10-12,29.2,7.36,0.552,9.02,1.353,0.76,0.915,2.16,0.032,1.61,0.161,5.23,0.419,0.21,0.161,10,3.593,0.0,6.65,23.89
2021-10-13,31.0,5.32,0.399,10.82,1.624,1.89,2.27,3.82,0.057,2.4,0.24,4.16,0.333,0.25,0.186,10,5.108,0.0,6.65,33.97
2021-10-14,26.6,3.59,0.269,10.32,1.548,1.45,1.738,2.28,0.034,2.01,0.201,3.99,0.319,0.29,0.215,10,4.325,0.0,6.65,28.76
2021-10-15,29.1,4.14,0.311,9.25,1.388,1.32,1.584,4.22,0.063,1.9,0.19,3.86,0.309,0.29,0.217,10,4.061,0.0,6.65,27.01
2021-10-16,27.5,3.53,0.265,11.34,1.701,1.47,1.761,3.75,0.056,3.18,0.318,1.85,0.148,0.27,0.201,10,4.45,0.0,6.65,29.59
2021-10-17,33.1,7.31,0.548,8.92,1.339,1.87,2.246,4.13,0.062,4.43,0.443,1.78,0.142,0.26,0.198,10,4.979,0.0,6.65,33.11
2021-10-18,31.5,8.29,0.622,11.2,1.68,1.67,2.008,2.69,0.04,1.01,0.101,4.35,0.348,0.31,0.229,10,5.028,0.0,6.65,33.44
2021-10-19,29.7,7.33,0.55,8.75,1.313,1.36,1.632,3.03,0.045,1.45,0.145,4.44,0.355,0.35,0.262,10,4.302,0.0,6.65,28.61
2021-10-20,28.6,5.29,0.397,9.09,1.363,0.67,0.804,4.87,0.073,2.54,0.254,4.39,0.351,0.41,0.311,10,3.552,0.0,6.65,23.62
2021-10-21,30.4,8.42,0.631,8.55,1.283,1.98,2.38,5.28,0.079,1.41,0.141,3.56,0.285,0.24,0.178,10,4.977,0.0,6.65,33.1
2021-10-22,29.1,4.83,0.362,10.99,1.649,0.97,1.164,5.13,0.077,2.49,0.249,4.81,0.385,0.41,0.304,10,4.191,0.0,6.65,27.87
2021-10-23,24.7,2.07,0.156,9.25,1.387,1.14,1.365,2.04,0.031,2.1,0.21,1.85,0.148,0.33,0.245,10,3.542,0.0,6.65,23.55
2021-10-24,27.3,3.06,0.23,10.75,1.613,1.29,1.551,3.23,0.048,2.11,0.211,1.93,0.155,0.25,0.187,10,3.994,0.0,6.65,26.56
2021-10-25,25.9,2.43,0.182,9.97,1.495,1.27,1.522,2.89,0.043,1.54,0.154,3.73,0.298,0.4,0.299,10,3.993,0.0,6.65,26.55
2021-10-26,26.7,2.79,0.209,10.3,1.545,1.43,1.71,2.59,0.039,2.94,0.294,5.84,0.467,0.37,0.28,10,4.545,0.0,6.65,30.22
2021-10-27,28.0,2.86,0.214,10.54,1.58,1.26,1.513,5.94,0.089,1.36,0.136,5.3,0.424,0.25,0.186,10,4.143,0.0,6.65,27.55
2021-10-28,25.1,2.7,0.203,9.69,1.453,1.29,1.553,3.86,0.058,2.08,0.208,5.99,0.479,0.26,0.196,10,4.149,0.0,6.65,27.59
2021-10-29,24.4,4.46,0.335,9.46,1.419,0.89,1.071,4.78,0.072,2.88,0.288,4.63,0.37,0.35,0.26,10,3.815,0.0,6.65,25.37
2021-10-30,27.0,2.36,0.177,8.84,1.327,1.0,1.203,2.08,0.031,2.76,0.276,1.52,0.121,0.17,0.13,10,3.265,0.0,6.65,21.71
2021-10-31,27.6,3.06,0.229,10.06,1.508,1.07,1.288,5.7,0.086,3.94,0.394,1.41,0.113,0.38,0.288,10,3.906,0.0,6.65,25.97
2021-11-01,29.3,8.71,0.653,8.8,1.32,0.63,0.757,4.7,0.071,2.12,0.212,5.37,0.43,0.42,0.316,11,3.758,0.0,6.82,25.63
2021-11-02,28.2,7.75,0.581,11.95,1.792,1.03,1.24,2.45,0.037,2.66,0.266,3.76,0.3,0.43,0.325,11,4.541,0.0,6.82,30.97
2021-11-03,26.7,5.83,0.437,10.79,1.618,1.1,1.315,3.84,0.058,1.73,0.173,4.06,0.325,0.32,0.237,11,4.163,0.0,6.82,28.39
2021-11-04,29.4,8.51,0.638,10.71,1.607,0.7,0.838,3.98,0.06,2.58,0.258,4.43,0.354,0.36,0.271,11,4.026,0.0,6.82,27.46
2021-11-05,26.6,5.08,0.381,10.65,1.597,0.91,1.091,5.58,0.084,1.33,0.133,5.99,0.479,0.2,0.148,11,3.912,0.0,6.82,26.68
2021-11-06,27.8,2.06,0.154,11.56,1.734,0.74,0.894,4.92,0.074,4.43,0.443,1.86,0.149,0.4,0.299,11,3.747,0.0,6.82,25.55
2021-11-07,28.3,5.76,0.432,10.84,1.626,0.62,0.738,3.63,0.054,4.54,0.454,1.37,0.109,0.38,0.283,11,3.698,0.0,6.82,25.22
2021-11-08,30.0,7.02,0.527,10.58,1.588,1.47,1.767,2.22,0.033,2.15,0.215,5.59,0.447,0.34,0.258,11,4.835,0.0,6.82,32.97
2021-11-09,26.9,2.31,0.174,10.24,1.536,0.83,0.998,2.62,0.039,2.7,0.27,4.56,0.365,0.38,0.288,11,3.671,0.0,6.82,25.04
2021-11-10,29.0,8.84,0.663,10.77,1.616,0.51,0.606,3.71,0.056,1.39,0.139,5.73,0.459,0.25,0.189,11,3.728,0.0,6.82,25.42
2021-11-11,25.3,3.14,0.236,10.07,1.51,0.76,0.916,2.84,0.043,2.2,0.22,3.27,0.261,0.18,0.138,11,3.323,0.0,6.82,22.66
2021-11-12,27.5,3.49,0.262,10.88,1.632,1.05,1.266,3.69,0.055,2.13,0.213,4.1,0.328,0.39,0.289,11,4.045,0.0,6.82,27.59
2021-11-13,28.4,4.33,0.325,10.69,1.604,1.39,1.67,5.22,0.078,2.55,0.255,1.3,0.104,0.42,0.311,11,4.347,0.0,6.82,29.65
2021-11-14,28.0,2.34,0.175,11.25,1.687,1.22,1.463,4.92,0.074,2.3,0.23,1.72,0.137,0.33,0.245,11,4.011,0.0,6.82,27.36
2021-11-15,29.7,8.99,0.674,8.17,1.225,0.52,0.628,3.49,0.052,1.3,0.13,4.68,0.374,0.48,0.356,11,3.439,0.0,6.82,23.45
2021-11-16,27.1,3.57,0.267,11.38,1.707,0.5,0.6,2.67,0.04,1.06,0.106,3.98,0.319,0.38,0.284,11,3.324,0.0,6.82,22.67
2021-11-17,26.6,2.39,0.179,10.43,1.564,0.95,1.142,5.75,0.086,1.25,0.125,3.64,0.291,0.18,0.133,11,3.519,0.0,6.82,24.0
2021-11-18,28.8,6.6,0.495,9.11,1.367,1.37,1.644,4.42,0.066,2.23,0.223,4.6,0.368,0.23,0.171,11,4.333,0.0,6.82,29.55
2021-11-19,25.1,3.78,0.284,12.0,1.8,1.34,1.602,5.57,0.084,2.65,0.265,3.31,0.265,0.22,0.167,11,4.465,0.0,6.82,30.45
2021-11-20,27.7,2.01,0.151,9.21,1.382,0.61,0.73,3.89,0.058,4.03,0.403,1.87,0.15,0.34,0.257,11,3.132,0.0,6.82,21.36
2021-11-21,28.8,9.63,0.722,8.22,1.232,0.51,0.615,4.65,0.07,2.87,0.287,1.25,0.1,0.3,0.224,11,3.251,0.0,6.82,22.17
2021-11-22,26.1,3.08,0.231,10.05,1.507,0.94,1.128,4.05,0.061,2.35,0.235,4.16,0.333,0.23,0.171,11,3.665,0.0,6.82,25.0
2021-11-23,27.0,2.66,0.2,9.4,1.41,1.24,1.49,5.03,0.075,2.33,0.233,3.7,0.296,0.31,0.229,11,3.934,0.0,6.82,26.83
2021-11-24,27.5,4.28,0.321,9.94,1.491,1.05,1.26,3.97,0.06,2.13,0.213,5.15,0.412,0.2,0.146,11,3.902,0.0,6.82,26.61
2021-11-25,26.2,5.0,0.375,8.54,1.282,0.57,0.68,5.9,0.089,2.91,0.291,3.18,0.255,0.27,0.204,11,3.175,0.0,6.82,21.65
2021-11-26,28.2,5.12,0.384,9.94,1.491,1.33,1.596,5.8,0.087,2.27,0.227,4.06,0.325,0.38,0.286,11,4.396,0.0,6.82,29.98
2021-11-27,32.5,5.87,0.44,11.64,1.746,1.94,2.322,4.23,0.063,2.97,0.297,1.29,0.103,0.21,0.158,11,5.13,0.0,6.82,34.99
2021-11-28,27.6,5.26,0.395,9.8,1.47,0.83,0.99,3.88,0.058,4.46,0.446,1.12,0.09,0.37,0.275,11,3.724,0.0,6.82,25.4
2021-11-29,27.9,5.59,0.419,11.79,1.768,0.9,1.077,2.87,0.043,1.75,0.175,4.0,0.32,0.21,0.158,11,3.96,0.0,6.82,27.01
2021-11-30,23.8,4.43,0.332,9.91,1.486,1.37,1.639,4.13,0.062,2.29,0.229,5.29,0.423,0.34,0.259,11,4.429,0.0,6.82,30.21
2021-12-01,20.6,5.54,0.416,10.92,1.637,1.43,1.713,5.33,0.08,2.01,0.201,3.04,0.243,0.17,0.129,12,4.419,0.0,6.09,26.91
2021-12-02,22.9,2.96,0.222,8.4,1.26,0.76,0.912,4.71,0.071,1.06,0.106,5.73,0.458,0.17,0.129,12,3.158,0.0,6.09,19.23
2021-12-03,18.3,4.94,0.371,8.61,1.291,1.41,1.695,7.57,0.114,2.31,0.231,5.02,0.401,0.17,0.128,12,4.231,0.0,6.09,25.77
2021-12-04,20.5,5.94,0.445,11.51,1.727,1.4,1.674,6.64,0.1,3.03,0.303,1.89,0.151,0.24,0.178,12,4.579,0.0,6.09,27.89
2021-12-05,18.8,4.25,0.319,8.4,1.26,1.42,1.706,4.56,0.068,2.67,0.267,1.56,0.125,0.35,0.259,12,4.005,0.0,6.09,24.39
2021-12-06,27.0,4.48,0.336,8.93,1.339,0.5,0.601,5.03,0.075,2.97,0.297,5.43,0.434,0.28,0.207,12,3.29,0.0,6.09,20.04
2021-12-07,22.9,5.62,0.421,9.64,1.446,1.02,1.23,5.91,0.089,1.9,0.19,5.33,0.426,0.29,0.218,12,4.02,0.0,6.09,24.48
2021-12-08,21.7,3.27,0.245,9.03,1.355,0.54,0.645,6.33,0.095,1.46,0.146,3.44,0.276,0.32,0.24,12,3.002,0.0,6.09,18.28
2021-12-09,17.6,4.72,0.354,11.01,1.651,1.0,1.204,7.58,0.114,2.87,0.287,5.42,0.434,0.32,0.237,12,4.282,0.0,6.09,26.08
2021-12-10,22.8,3.21,0.241,11.93,1.79,0.77,0.929,4.81,0.072,1.88,0.188,3.17,0.254,0.4,0.296,12,3.77,0.0,6.09,22.96
2021-12-11,21.6,4.35,0.327,10.23,1.534,1.16,1.387,5.99,0.09,2.1,0.21,1.61,0.129,0.33,0.251,12,3.927,0.0,6.09,23.92
2021-12-12,21.0,3.67,0.275,11.03,1.654,0.73,0.872,4.89,0.073,2.48,0.248,1.37,0.11,0.36,0.274,12,3.507,0.0,6.09,21.36
2021-12-13,22.3,5.31,0.398,9.53,1.43,1.09,1.307,6.88,0.103,1.48,0.148,3.5,0.28,0.39,0.295,12,3.962,0.0,6.09,24.13
2021-12-14,21.0,4.47,0.335,11.93,1.789,0.84,1.005,6.81,0.102,1.45,0.145,3.78,0.303,0.29,0.216,12,3.895,0.0,6.09,23.72
2021-12-15,18.3,3.28,0.246,8.67,1.301,0.76,0.915,4.14,0.062,2.41,0.241,4.48,0.358,0.19,0.144,12,3.267,0.0,6.09,19.9
2021-12-16,21.1,2.69,0.202,8.41,1.262,1.11,1.335,4.38,0.066,2.51,0.251,3.06,0.245,0.23,0.171,12,3.53,0.0,6.09,21.5
2021-12-17,24.4,5.56,0.417,10.87,1.631,0.57,0.688,5.28,0.079,1.99,0.199,5.54,0.443,0.31,0.231,12,3.688,0.0,6.09,22.46
2021-12-18,23.8,4.73,0.355,11.97,1.796,0.73,0.879,6.5,0.097,3.38,0.338,1.04,0.083,0.17,0.13,12,3.678,0.0,6.09,22.4
2021-12-19,18.5,2.48,0.186,10.6,1.589,1.07,1.281,6.21,0.093,2.1,0.21,1.47,0.118,0.38,0.287,12,3.763,0.0,6.09,22.92
2021-12-20,21.0,3.59,0.269,10.5,1.575,1.28,1.536,7.14,0.107,2.04,0.204,5.57,0.446,0.26,0.195,12,4.332,0.0,6.09,26.38
2021-12-21,21.7,5.55,0.417,8.96,1.344,0.78,0.936,4.21,0.063,2.59,0.259,4.25,0.34,0.22,0.167,12,3.526,0.0,6.09,21.47
2021-12-22,21.5,2.93,0.22,11.61,1.741,1.33,1.601,6.21,0.093,2.23,0.223,4.42,0.354,0.26,0.195,12,4.426,0.0,6.09,26.95
2021-12-23,23.3,5.66,0.425,8.5,1.275,0.92,1.102,5.38,0.081,2.0,0.2,4.37,0.35,0.29,0.217,12,3.649,0.0,6.09,22.22
2021-12-24,23.1,2.56,0.192,10.05,1.508,0.74,0.891,4.74,0.071,1.13,0.113,5.29,0.423,0.27,0.201,12,3.399,0.0,6.09,20.7
2021-12-25,20.5,4.51,0.338,10.91,1.637,1.18,1.415,5.88,0.088,3.16,0.316,1.38,0.11,0.32,0.238,12,4.142,0.0,6.09,25.22
2021-12-26,22.0,3.98,0.298,11.4,1.709,1.37,1.65,4.68,0.07,2.41,0.241,1.63,0.13,0.24,0.179,12,4.279,0.0,6.09,26.06
2021-12-27,21.9,2.07,0.156,11.55,1.733,0.73,0.872,7.72,0.116,2.43,0.243,5.29,0.423,0.22,0.162,12,3.706,0.0,6.09,22.57
2021-12-28,22.2,2.94,0.22,10.09,1.513,0.67,0.807,5.22,0.078,1.64,0.164,3.48,0.278,0.22,0.163,12,3.223,0.0,6.09,19.63
2021-12-29,22.5,5.15,0.387,8.67,1.3,0.53,0.634,6.52,0.098,2.95,0.295,3.99,0.319,0.2,0.148,12,3.181,0.0,6.09,19.37
2021-12-30,24.5,4.28,0.321,11.63,1.744,1.28,1.541,4.49,0.067,1.63,0.163,4.63,0.37,0.19,0.143,12,4.349,0.0,6.09,26.49
2021-12-31,26.3,4.72,0.354,10.9,1.635,1.47,1.758,3.04,0.046,1.04,0.104,4.64,0.371,0.33,0.249,12,4.516,0.0,6.09,27.5
2022-01-01,20.6,5.16,0.387,8.77,1.316,0.76,0.914,6.05,0.091,2.99,0.299,1.86,0.149,0.28,0.209,1,3.365,0.0,6.13,20.63
2022-01-02,21.6,5.2,0.39,10.32,1.548,1.27,1.528,5.33,0.08,4.49,0.449,1.27,0.102,0.3,0.222,1,4.319,0.0,6.13,26.48
2022-01-03,17.7,2.86,0.214,9.9,1.485,0.82,0.982,5.07,0.076,2.93,0.293,3.48,0.278,0.35,0.263,1,3.592,0.0,6.13,22.02
2022-01-04,19.9,5.94,0.445,8.08,1.212,1.2,1.439,5.01,0.075,1.08,0.108,4.21,0.337,0.39,0.289,1,3.905,0.0,6.13,23.94
2022-01-05,21.3,2.05,0.154,10.35,1.553,1.0,1.202,7.49,0.112,1.17,0.117,5.04,0.404,0.33,0.245,1,3.786,0.0,6.13,23.21
2022-01-06,24.9,4.68,0.351,11.77,1.765,1.32,1.588,2.17,0.033,1.94,0.194,4.19,0.336,0.24,0.181,1,4.447,0.0,6.13,27.26
2022-01-07,19.7,3.81,0.285,9.54,1.431,0.93,1.119,7.92,0.119,1.18,0.118,5.77,0.461,0.28,0.21,1,3.743,0.0,6.13,22.94
2022-01-08,25.2,4.49,0.337,11.32,1.698,0.86,1.033,3.72,0.056,3.23,0.323,1.37,0.11,0.38,0.287,1,3.844,0.0,6.13,23.56
2022-01-09,22.1,5.32,0.399,8.44,1.265,0.61,0.73,5.71,0.086,2.3,0.23,1.62,0.13,0.2,0.152,1,2.991,0.0,6.13,18.33
2022-01-10,20.5,4.09,0.307,8.03,1.204,0.82,0.98,6.71,0.101,1.97,0.197,5.93,0.475,0.37,0.278,1,3.541,0.0,6.13,21.71
2022-01-11,24.8,3.44,0.258,8.18,1.227,1.35,1.615,5.64,0.085,2.64,0.264,3.38,0.271,0.4,0.3,1,4.019,0.0,6.13,24.64
2022-01-12,23.1,3.03,0.228,10.9,1.635,1.41,1.69,4.94,0.074,2.82,0.282,3.93,0.314,0.39,0.296,1,4.518,0.0,6.13,27.7
2022-01-13,19.1,3.13,0.234,11.81,1.772,0.55,0.664,6.84,0.103,2.06,0.206,4.43,0.355,0.22,0.166,1,3.5,0.0,6.13,21.46
2022-01-14,21.4,4.82,0.362,8.76,1.314,1.05,1.263,5.01,0.075,2.91,0.291,3.09,0.247,0.22,0.162,1,3.715,0.0,6.13,22.77
2022-01-15,23.4,2.97,0.223,9.66,1.448,0.73,0.879,5.97,0.089,4.62,0.462,1.71,0.137,0.3,0.228,1,3.466,0.0,6.13,21.25
2022-01-16,22.5,2.36,0.177,10.78,1.616,0.67,0.8,7.15,0.107,2.75,0.275,1.42,0.113,0.25,0.188,1,3.276,0.0,6.13,20.08
2022-01-17,19.7,5.44,0.408,8.51,1.276,1.07,1.279,4.57,0.069,2.41,0.241,5.72,0.457,0.27,0.202,1,3.932,0.0,6.13,24.1
2022-01-18,21.6,3.95,0.296,11.71,1.756,1.02,1.225,5.95,0.089,2.16,0.216,5.07,0.405,0.19,0.146,1,4.134,0.0,6.13,25.34
2022-01-19,21.3,5.28,0.396,9.74,1.461,0.57,0.687,7.14,0.107,1.75,0.175,3.3,0.264,0.32,0.237,1,3.328,0.0,6.13,20.4
2022-01-20,23.5,5.52,0.414,11.55,1.733,1.46,1.749,7.47,0.112,1.0,0.1,4.14,0.331,0.36,0.269,1,4.708,0.0,6.13,28.86
2022-01-21,22.8,3.47,0.26,10.41,1.561,1.11,1.328,5.46,0.082,2.81,0.281,4.51,0.361,0.28,0.208,1,4.08,0.0,6.13,25.01
2022-01-22,24.7,5.99,0.449,9.97,1.496,0.68,0.814,4.05,0.061,4.44,0.444,1.78,0.142,0.35,0.264,1,3.67,0.0,6.13,22.5
2022-01-23,25.5,4.83,0.362,9.02,1.353,1.36,1.635,5.57,0.084,2.58,0.258,1.13,0.09,0.39,0.296,1,4.078,0.0,6.13,25.0
2022-01-24,21.6,5.47,0.41,11.57,1.736,1.39,1.664,6.17,0.093,2.29,0.229,4.64,0.371,0.18,0.136,1,4.639,0.0,6.13,28.44
2022-01-25,24.2,4.98,0.374,10.02,1.503,1.15,1.377,4.01,0.06,1.98,0.198,3.52,0.281,0.23,0.176,1,3.969,0.0,6.13,24.33
2022-01-26,18.2,2.64,0.198,8.78,1.317,1.47,1.768,4.61,0.069,1.54,0.154,4.77,0.382,0.31,0.233,1,4.12,0.0,6.13,25.26
2022-01-27,21.6,2.62,0.196,11.17,1.676,1.29,1.542,4.95,0.074,1.58,0.158,5.81,0.465,0.36,0.27,1,4.382,0.0,6.13,26.86
2022-01-28,22.8,4.79,0.359,8.33,1.249,0.92,1.102,6.24,0.094,1.37,0.137,4.34,0.348,0.31,0.231,1,3.52,0.0,6.13,21.58
2022-01-29,23.6,3.31,0.248,11.12,1.669,1.34,1.609,5.29,0.079,4.52,0.452,1.1,0.088,0.36,0.272,1,4.417,0.0,6.13,27.08
2022-01-30,21.7,2.61,0.196,8.33,1.25,1.14,1.37,5.89,0.088,4.72,0.472,1.36,0.109,0.24,0.177,1,3.662,0.0,6.13,22.45
2022-01-31,25.0,4.0,0.3,9.82,1.474,0.84,1.013,4.77,0.072,2.52,0.252,5.56,0.445,0.39,0.295,1,3.851,0.0,6.13,23.61
2022-02-01,23.0,3.07,0.23,10.86,1.63,0.89,1.073,6.71,0.101,1.95,0.195,5.98,0.479,0.34,0.253,2,3.96,0.0,7.24,28.67
2022-02-02,23.3,5.81,0.436,11.34,1.701,1.4,1.683,7.26,0.109,1.92,0.192,3.76,0.3,0.26,0.191,2,4.613,0.0,7.24,33.4
2022-02-03,21.8,2.08,0.156,10.1,1.514,1.01,1.206,6.1,0.092,2.95,0.295,5.73,0.459,0.21,0.155,2,3.877,0.0,7.24,28.07
2022-02-04,24.6,3.48,0.261,9.7,1.454,0.86,1.033,5.19,0.078,2.05,0.205,4.72,0.377,0.37,0.275,2,3.682,0.0,7.24,26.66
2022-02-05,24.0,5.22,0.392,8.53,1.279,1.21,1.457,3.74,0.056,2.88,0.288,1.05,0.084,0.28,0.212,2,3.768,0.0,7.24,27.28
2022-02-06,19.1,3.42,0.257,9.01,1.351,1.19,1.434,7.08,0.106,2.73,0.273,1.05,0.084,0.37,0.274,2,3.779,0.0,7.24,27.36
2022-02-07,23.2,2.04,0.153,11.75,1.762,1.13,1.353,5.29,0.079,1.49,0.149,3.03,0.242,0.22,0.168,2,3.907,0.0,7.24,28.29
